,Country,Year,Emissions,Label
18871,Estonia,1849,,CO2 Emissions (Metric Tons)
18872,Ethiopia,1849,,CO2 Emissions (Metric Tons)
18873,Fiji,1849,,CO2 Emissions (Metric Tons)
18874,Finland,1849,,CO2 Emissions (Metric Tons)
18875,France,1849,17400.0,CO2 Emissions (Metric Tons)
18876,Gabon,1849,,CO2 Emissions (Metric Tons)
18877,Gambia,1849,,CO2 Emissions (Metric Tons)
18878,Georgia,1849,,CO2 Emissions (Metric Tons)
18879,Germany,1849,13600.0,CO2 Emissions (Metric Tons)
18880,Ghana,1849,,CO2 Emissions (Metric Tons)
18881,Greece,1849,,CO2 Emissions (Metric Tons)
18882,Grenada,1849,,CO2 Emissions (Metric Tons)
18883,Guatemala,1849,,CO2 Emissions (Metric Tons)
18884,Guinea,1849,,CO2 Emissions (Metric Tons)
18885,Guinea-Bissau,1849,,CO2 Emissions (Metric Tons)
18886,Guyana,1849,,CO2 Emissions (Metric Tons)
18887,Haiti,1849,,CO2 Emissions (Metric Tons)
18888,Honduras,1849,,CO2 Emissions (Metric Tons)
18889,Hungary,1849,,CO2 Emissions (Metric Tons)
18890,Iceland,1849,,CO2 Emissions (Metric Tons)
18891,India,1849,,CO2 Emissions (Metric Tons)
18892,Indonesia,1849,,CO2 Emissions (Metric Tons)
18893,Iran,1849,,CO2 Emissions (Metric Tons)
18894,Iraq,1849,,CO2 Emissions (Metric Tons)
18895,Ireland,1849,,CO2 Emissions (Metric Tons)
18896,Israel,1849,,CO2 Emissions (Metric Tons)
18897,Italy,1849,,CO2 Emissions (Metric Tons)
18898,Jamaica,1849,,CO2 Emissions (Metric Tons)
18899,Japan,1849,,CO2 Emissions (Metric Tons)
18900,Jordan,1849,,CO2 Emissions (Metric Tons)
18901,Kazakhstan,1849,,CO2 Emissions (Metric Tons)
18902,Kenya,1849,,CO2 Emissions (Metric Tons)
18903,Kiribati,1849,,CO2 Emissions (Metric Tons)
18904,Kuwait,1849,,CO2 Emissions (Metric Tons)
18905,Kyrgyz Republic,1849,,CO2 Emissions (Metric Tons)
18906,Lao,1849,,CO2 Emissions (Metric Tons)
18907,Latvia,1849,,CO2 Emissions (Metric Tons)
18908,Lebanon,1849,,CO2 Emissions (Metric Tons)
18909,Lesotho,1849,,CO2 Emissions (Metric Tons)
18910,Liberia,1849,,CO2 Emissions (Metric Tons)
18911,Libya,1849,,CO2 Emissions (Metric Tons)
18912,Liechtenstein,1849,,CO2 Emissions (Metric Tons)
18913,Lithuania,1849,,CO2 Emissions (Metric Tons)
18914,Luxembourg,1849,,CO2 Emissions (Metric Tons)
18915,"Macedonia, FYR",1849,,CO2 Emissions (Metric Tons)
18916,Madagascar,1849,,CO2 Emissions (Metric Tons)
18917,Malawi,1849,,CO2 Emissions (Metric Tons)
18918,Malaysia,1849,,CO2 Emissions (Metric Tons)
18919,Maldives,1849,,CO2 Emissions (Metric Tons)
18920,Mali,1849,,CO2 Emissions (Metric Tons)
18921,Malta,1849,,CO2 Emissions (Metric Tons)
18922,Marshall Islands,1849,,CO2 Emissions (Metric Tons)
18923,Mauritania,1849,,CO2 Emissions (Metric Tons)
18924,Mauritius,1849,,CO2 Emissions (Metric Tons)
18925,Mexico,1849,,CO2 Emissions (Metric Tons)
18926,"Micronesia, Fed. Sts.",1849,,CO2 Emissions (Metric Tons)
18927,Moldova,1849,,CO2 Emissions (Metric Tons)
18928,Mongolia,1849,,CO2 Emissions (Metric Tons)
18929,Montenegro,1849,,CO2 Emissions (Metric Tons)
18930,Morocco,1849,,CO2 Emissions (Metric Tons)
18931,Mozambique,1849,,CO2 Emissions (Metric Tons)
18932,Myanmar,1849,,CO2 Emissions (Metric Tons)
18933,Namibia,1849,,CO2 Emissions (Metric Tons)
18934,Nauru,1849,,CO2 Emissions (Metric Tons)
18935,Nepal,1849,,CO2 Emissions (Metric Tons)
18936,Netherlands,1849,3330.0,CO2 Emissions (Metric Tons)
18937,New Zealand,1849,,CO2 Emissions (Metric Tons)
18938,Nicaragua,1849,,CO2 Emissions (Metric Tons)
18939,Niger,1849,,CO2 Emissions (Metric Tons)
18940,Nigeria,1849,,CO2 Emissions (Metric Tons)
18941,North Korea,1849,,CO2 Emissions (Metric Tons)
18942,Norway,1849,106.0,CO2 Emissions (Metric Tons)
18943,Oman,1849,,CO2 Emissions (Metric Tons)
18944,Pakistan,1849,,CO2 Emissions (Metric Tons)
18945,Palau,1849,,CO2 Emissions (Metric Tons)
18946,Palestine,1849,,CO2 Emissions (Metric Tons)
18947,Panama,1849,,CO2 Emissions (Metric Tons)
18948,Papua New Guinea,1849,,CO2 Emissions (Metric Tons)
18949,Paraguay,1849,,CO2 Emissions (Metric Tons)
18950,Peru,1849,,CO2 Emissions (Metric Tons)
18951,Philippines,1849,,CO2 Emissions (Metric Tons)
18952,Poland,1849,3010.0,CO2 Emissions (Metric Tons)
18953,Portugal,1849,,CO2 Emissions (Metric Tons)
18954,Qatar,1849,,CO2 Emissions (Metric Tons)
18955,Romania,1849,,CO2 Emissions (Metric Tons)
18956,Russia,1849,,CO2 Emissions (Metric Tons)
18957,Rwanda,1849,,CO2 Emissions (Metric Tons)
18958,Samoa,1849,,CO2 Emissions (Metric Tons)
18959,Sao Tome and Principe,1849,,CO2 Emissions (Metric Tons)
18960,Saudi Arabia,1849,,CO2 Emissions (Metric Tons)
18961,Senegal,1849,,CO2 Emissions (Metric Tons)
18962,Serbia,1849,,CO2 Emissions (Metric Tons)
18963,Seychelles,1849,,CO2 Emissions (Metric Tons)
18964,Sierra Leone,1849,,CO2 Emissions (Metric Tons)
18965,Singapore,1849,,CO2 Emissions (Metric Tons)
18966,Slovak Republic,1849,,CO2 Emissions (Metric Tons)
18967,Slovenia,1849,,CO2 Emissions (Metric Tons)
18968,Solomon Islands,1849,,CO2 Emissions (Metric Tons)
18969,Somalia,1849,,CO2 Emissions (Metric Tons)
18970,South Africa,1849,,CO2 Emissions (Metric Tons)
18971,South Korea,1849,,CO2 Emissions (Metric Tons)
18972,South Sudan,1849,,CO2 Emissions (Metric Tons)
18973,Spain,1849,326.0,CO2 Emissions (Metric Tons)
18974,Sri Lanka,1849,,CO2 Emissions (Metric Tons)
18975,St. Kitts and Nevis,1849,,CO2 Emissions (Metric Tons)
18976,St. Lucia,1849,,CO2 Emissions (Metric Tons)
18977,St. Vincent and the Grenadines,1849,,CO2 Emissions (Metric Tons)
18978,Sudan,1849,,CO2 Emissions (Metric Tons)
18979,Suriname,1849,,CO2 Emissions (Metric Tons)
18980,Swaziland,1849,,CO2 Emissions (Metric Tons)
18981,Sweden,1849,194.0,CO2 Emissions (Metric Tons)
18982,Switzerland,1849,,CO2 Emissions (Metric Tons)
18983,Syria,1849,,CO2 Emissions (Metric Tons)
18984,Tajikistan,1849,,CO2 Emissions (Metric Tons)
18985,Tanzania,1849,,CO2 Emissions (Metric Tons)
18986,Thailand,1849,,CO2 Emissions (Metric Tons)
18987,Timor-Leste,1849,,CO2 Emissions (Metric Tons)
18988,Togo,1849,,CO2 Emissions (Metric Tons)
18989,Tonga,1849,,CO2 Emissions (Metric Tons)
18990,Trinidad and Tobago,1849,,CO2 Emissions (Metric Tons)
18991,Tunisia,1849,,CO2 Emissions (Metric Tons)
18992,Turkey,1849,,CO2 Emissions (Metric Tons)
18993,Turkmenistan,1849,,CO2 Emissions (Metric Tons)
18994,Tuvalu,1849,,CO2 Emissions (Metric Tons)
18995,Uganda,1849,,CO2 Emissions (Metric Tons)
18996,Ukraine,1849,,CO2 Emissions (Metric Tons)
18997,United Arab Emirates,1849,,CO2 Emissions (Metric Tons)
18998,United Kingdom,1849,116000.0,CO2 Emissions (Metric Tons)
18999,United States,1849,18200.0,CO2 Emissions (Metric Tons)
19000,Uruguay,1849,,CO2 Emissions (Metric Tons)
19001,Uzbekistan,1849,,CO2 Emissions (Metric Tons)
19002,Vanuatu,1849,,CO2 Emissions (Metric Tons)
19003,Venezuela,1849,,CO2 Emissions (Metric Tons)
19004,Vietnam,1849,,CO2 Emissions (Metric Tons)
19005,Yemen,1849,,CO2 Emissions (Metric Tons)
19006,Zambia,1849,,CO2 Emissions (Metric Tons)
19007,Zimbabwe,1849,,CO2 Emissions (Metric Tons)
19008,Afghanistan,1850,,CO2 Emissions (Metric Tons)
19009,Albania,1850,,CO2 Emissions (Metric Tons)
19010,Algeria,1850,,CO2 Emissions (Metric Tons)
19011,Andorra,1850,,CO2 Emissions (Metric Tons)
19012,Angola,1850,,CO2 Emissions (Metric Tons)
19013,Antigua and Barbuda,1850,,CO2 Emissions (Metric Tons)
19014,Argentina,1850,,CO2 Emissions (Metric Tons)
19015,Armenia,1850,0.198,CO2 Emissions (Metric Tons)
19016,Australia,1850,,CO2 Emissions (Metric Tons)
19017,Austria,1850,2330.0,CO2 Emissions (Metric Tons)
19018,Azerbaijan,1850,1.91,CO2 Emissions (Metric Tons)
19019,Bahamas,1850,,CO2 Emissions (Metric Tons)
19020,Bahrain,1850,,CO2 Emissions (Metric Tons)
19021,Bangladesh,1850,,CO2 Emissions (Metric Tons)
19022,Barbados,1850,,CO2 Emissions (Metric Tons)
19023,Belarus,1850,2.97,CO2 Emissions (Metric Tons)
19024,Belgium,1850,9340.0,CO2 Emissions (Metric Tons)
19025,Belize,1850,,CO2 Emissions (Metric Tons)
19026,Benin,1850,,CO2 Emissions (Metric Tons)
19027,Bhutan,1850,,CO2 Emissions (Metric Tons)
19028,Bolivia,1850,,CO2 Emissions (Metric Tons)
19029,Bosnia and Herzegovina,1850,,CO2 Emissions (Metric Tons)
19030,Botswana,1850,,CO2 Emissions (Metric Tons)
19031,Brazil,1850,,CO2 Emissions (Metric Tons)
19032,Brunei,1850,,CO2 Emissions (Metric Tons)
19033,Bulgaria,1850,,CO2 Emissions (Metric Tons)
19034,Burkina Faso,1850,,CO2 Emissions (Metric Tons)
19035,Burundi,1850,,CO2 Emissions (Metric Tons)
19036,Cambodia,1850,,CO2 Emissions (Metric Tons)
19037,Cameroon,1850,,CO2 Emissions (Metric Tons)
19038,Canada,1850,58.7,CO2 Emissions (Metric Tons)
19039,Cape Verde,1850,,CO2 Emissions (Metric Tons)
19040,Central African Republic,1850,,CO2 Emissions (Metric Tons)
19041,Chad,1850,,CO2 Emissions (Metric Tons)
19042,Chile,1850,,CO2 Emissions (Metric Tons)
19043,China,1850,,CO2 Emissions (Metric Tons)
19044,Colombia,1850,,CO2 Emissions (Metric Tons)
19045,Comoros,1850,,CO2 Emissions (Metric Tons)
19046,"Congo, Dem. Rep.",1850,,CO2 Emissions (Metric Tons)
19047,"Congo, Rep.",1850,,CO2 Emissions (Metric Tons)
19048,Costa Rica,1850,,CO2 Emissions (Metric Tons)
19049,Cote d'Ivoire,1850,,CO2 Emissions (Metric Tons)
19050,Croatia,1850,,CO2 Emissions (Metric Tons)
19051,Cuba,1850,,CO2 Emissions (Metric Tons)
19052,Cyprus,1850,,CO2 Emissions (Metric Tons)
19053,Czech Republic,1850,,CO2 Emissions (Metric Tons)
19054,Denmark,1850,341.0,CO2 Emissions (Metric Tons)
19055,Djibouti,1850,,CO2 Emissions (Metric Tons)
19056,Dominica,1850,,CO2 Emissions (Metric Tons)
19057,Dominican Republic,1850,,CO2 Emissions (Metric Tons)
19058,Ecuador,1850,,CO2 Emissions (Metric Tons)
19059,Egypt,1850,,CO2 Emissions (Metric Tons)
19060,El Salvador,1850,,CO2 Emissions (Metric Tons)
19061,Equatorial Guinea,1850,,CO2 Emissions (Metric Tons)
19062,Eritrea,1850,,CO2 Emissions (Metric Tons)
19063,Estonia,1850,,CO2 Emissions (Metric Tons)
19064,Ethiopia,1850,,CO2 Emissions (Metric Tons)
19065,Fiji,1850,,CO2 Emissions (Metric Tons)
19066,Finland,1850,,CO2 Emissions (Metric Tons)
19067,France,1850,19600.0,CO2 Emissions (Metric Tons)
19068,Gabon,1850,,CO2 Emissions (Metric Tons)
19069,Gambia,1850,,CO2 Emissions (Metric Tons)
19070,Georgia,1850,0.521,CO2 Emissions (Metric Tons)
19071,Germany,1850,15200.0,CO2 Emissions (Metric Tons)
19072,Ghana,1850,,CO2 Emissions (Metric Tons)
19073,Greece,1850,,CO2 Emissions (Metric Tons)
19074,Grenada,1850,,CO2 Emissions (Metric Tons)
19075,Guatemala,1850,,CO2 Emissions (Metric Tons)
19076,Guinea,1850,,CO2 Emissions (Metric Tons)
19077,Guinea-Bissau,1850,,CO2 Emissions (Metric Tons)
19078,Guyana,1850,,CO2 Emissions (Metric Tons)
19079,Haiti,1850,,CO2 Emissions (Metric Tons)
19080,Honduras,1850,,CO2 Emissions (Metric Tons)
19081,Hungary,1850,,CO2 Emissions (Metric Tons)
19082,Iceland,1850,,CO2 Emissions (Metric Tons)
19083,India,1850,,CO2 Emissions (Metric Tons)
19084,Indonesia,1850,,CO2 Emissions (Metric Tons)
19085,Iran,1850,,CO2 Emissions (Metric Tons)
19086,Iraq,1850,,CO2 Emissions (Metric Tons)
19087,Ireland,1850,396.0,CO2 Emissions (Metric Tons)
19088,Israel,1850,,CO2 Emissions (Metric Tons)
19089,Italy,1850,,CO2 Emissions (Metric Tons)
19090,Jamaica,1850,,CO2 Emissions (Metric Tons)
19091,Japan,1850,,CO2 Emissions (Metric Tons)
19092,Jordan,1850,,CO2 Emissions (Metric Tons)
19093,Kazakhstan,1850,8.91,CO2 Emissions (Metric Tons)
19094,Kenya,1850,,CO2 Emissions (Metric Tons)
19095,Kiribati,1850,,CO2 Emissions (Metric Tons)
19096,Kuwait,1850,,CO2 Emissions (Metric Tons)
19097,Kyrgyz Republic,1850,0.381,CO2 Emissions (Metric Tons)
19098,Lao,1850,,CO2 Emissions (Metric Tons)
19099,Latvia,1850,,CO2 Emissions (Metric Tons)
19100,Lebanon,1850,,CO2 Emissions (Metric Tons)
19101,Lesotho,1850,,CO2 Emissions (Metric Tons)
19102,Liberia,1850,,CO2 Emissions (Metric Tons)
19103,Libya,1850,,CO2 Emissions (Metric Tons)
19104,Liechtenstein,1850,,CO2 Emissions (Metric Tons)
19105,Lithuania,1850,0.753,CO2 Emissions (Metric Tons)
19106,Luxembourg,1850,,CO2 Emissions (Metric Tons)
19107,"Macedonia, FYR",1850,,CO2 Emissions (Metric Tons)
19108,Madagascar,1850,,CO2 Emissions (Metric Tons)
19109,Malawi,1850,,CO2 Emissions (Metric Tons)
19110,Malaysia,1850,,CO2 Emissions (Metric Tons)
19111,Maldives,1850,,CO2 Emissions (Metric Tons)
19112,Mali,1850,,CO2 Emissions (Metric Tons)
19113,Malta,1850,,CO2 Emissions (Metric Tons)
19114,Marshall Islands,1850,,CO2 Emissions (Metric Tons)
19115,Mauritania,1850,,CO2 Emissions (Metric Tons)
19116,Mauritius,1850,,CO2 Emissions (Metric Tons)
19117,Mexico,1850,,CO2 Emissions (Metric Tons)
19118,"Micronesia, Fed. Sts.",1850,,CO2 Emissions (Metric Tons)
19119,Moldova,1850,0.713,CO2 Emissions (Metric Tons)
19120,Mongolia,1850,,CO2 Emissions (Metric Tons)
19121,Montenegro,1850,,CO2 Emissions (Metric Tons)
19122,Morocco,1850,,CO2 Emissions (Metric Tons)
19123,Mozambique,1850,,CO2 Emissions (Metric Tons)
19124,Myanmar,1850,,CO2 Emissions (Metric Tons)
19125,Namibia,1850,,CO2 Emissions (Metric Tons)
19126,Nauru,1850,,CO2 Emissions (Metric Tons)
19127,Nepal,1850,,CO2 Emissions (Metric Tons)
19128,Netherlands,1850,3140.0,CO2 Emissions (Metric Tons)
19129,New Zealand,1850,,CO2 Emissions (Metric Tons)
19130,Nicaragua,1850,,CO2 Emissions (Metric Tons)
19131,Niger,1850,,CO2 Emissions (Metric Tons)
19132,Nigeria,1850,,CO2 Emissions (Metric Tons)
19133,North Korea,1850,,CO2 Emissions (Metric Tons)
19134,Norway,1850,139.0,CO2 Emissions (Metric Tons)
19135,Oman,1850,,CO2 Emissions (Metric Tons)
19136,Pakistan,1850,,CO2 Emissions (Metric Tons)
19137,Palau,1850,,CO2 Emissions (Metric Tons)
19138,Palestine,1850,,CO2 Emissions (Metric Tons)
19139,Panama,1850,,CO2 Emissions (Metric Tons)
19140,Papua New Guinea,1850,,CO2 Emissions (Metric Tons)
19141,Paraguay,1850,,CO2 Emissions (Metric Tons)
19142,Peru,1850,,CO2 Emissions (Metric Tons)
19143,Philippines,1850,,CO2 Emissions (Metric Tons)
19144,Poland,1850,3200.0,CO2 Emissions (Metric Tons)
19145,Portugal,1850,,CO2 Emissions (Metric Tons)
19146,Qatar,1850,,CO2 Emissions (Metric Tons)
19147,Romania,1850,,CO2 Emissions (Metric Tons)
19148,Russia,1850,70.7,CO2 Emissions (Metric Tons)
19149,Rwanda,1850,,CO2 Emissions (Metric Tons)
19150,Samoa,1850,,CO2 Emissions (Metric Tons)
19151,Sao Tome and Principe,1850,,CO2 Emissions (Metric Tons)
19152,Saudi Arabia,1850,,CO2 Emissions (Metric Tons)
19153,Senegal,1850,,CO2 Emissions (Metric Tons)
19154,Serbia,1850,,CO2 Emissions (Metric Tons)
19155,Seychelles,1850,,CO2 Emissions (Metric Tons)
19156,Sierra Leone,1850,,CO2 Emissions (Metric Tons)
19157,Singapore,1850,,CO2 Emissions (Metric Tons)
19158,Slovak Republic,1850,,CO2 Emissions (Metric Tons)
19159,Slovenia,1850,,CO2 Emissions (Metric Tons)
19160,Solomon Islands,1850,,CO2 Emissions (Metric Tons)
19161,Somalia,1850,,CO2 Emissions (Metric Tons)
19162,South Africa,1850,,CO2 Emissions (Metric Tons)
19163,South Korea,1850,,CO2 Emissions (Metric Tons)
19164,South Sudan,1850,,CO2 Emissions (Metric Tons)
19165,Spain,1850,495.0,CO2 Emissions (Metric Tons)
19166,Sri Lanka,1850,,CO2 Emissions (Metric Tons)
19167,St. Kitts and Nevis,1850,,CO2 Emissions (Metric Tons)
19168,St. Lucia,1850,,CO2 Emissions (Metric Tons)
19169,St. Vincent and the Grenadines,1850,,CO2 Emissions (Metric Tons)
19170,Sudan,1850,,CO2 Emissions (Metric Tons)
19171,Suriname,1850,,CO2 Emissions (Metric Tons)
19172,Swaziland,1850,,CO2 Emissions (Metric Tons)
19173,Sweden,1850,202.0,CO2 Emissions (Metric Tons)
19174,Switzerland,1850,,CO2 Emissions (Metric Tons)
19175,Syria,1850,,CO2 Emissions (Metric Tons)
19176,Tajikistan,1850,0.249,CO2 Emissions (Metric Tons)
19177,Tanzania,1850,,CO2 Emissions (Metric Tons)
19178,Thailand,1850,,CO2 Emissions (Metric Tons)
19179,Timor-Leste,1850,,CO2 Emissions (Metric Tons)
19180,Togo,1850,,CO2 Emissions (Metric Tons)
19181,Tonga,1850,,CO2 Emissions (Metric Tons)
19182,Trinidad and Tobago,1850,,CO2 Emissions (Metric Tons)
19183,Tunisia,1850,,CO2 Emissions (Metric Tons)
19184,Turkey,1850,,CO2 Emissions (Metric Tons)
19185,Turkmenistan,1850,1.12,CO2 Emissions (Metric Tons)
19186,Tuvalu,1850,,CO2 Emissions (Metric Tons)
19187,Uganda,1850,,CO2 Emissions (Metric Tons)
19188,Ukraine,1850,21.5,CO2 Emissions (Metric Tons)
19189,United Arab Emirates,1850,,CO2 Emissions (Metric Tons)
19190,United Kingdom,1850,123000.0,CO2 Emissions (Metric Tons)
19191,United States,1850,19800.0,CO2 Emissions (Metric Tons)
19192,Uruguay,1850,,CO2 Emissions (Metric Tons)
19193,Uzbekistan,1850,3.8,CO2 Emissions (Metric Tons)
19194,Vanuatu,1850,,CO2 Emissions (Metric Tons)
19195,Venezuela,1850,,CO2 Emissions (Metric Tons)
19196,Vietnam,1850,,CO2 Emissions (Metric Tons)
19197,Yemen,1850,,CO2 Emissions (Metric Tons)
19198,Zambia,1850,,CO2 Emissions (Metric Tons)
19199,Zimbabwe,1850,,CO2 Emissions (Metric Tons)
19200,Afghanistan,1851,,CO2 Emissions (Metric Tons)
19201,Albania,1851,,CO2 Emissions (Metric Tons)
19202,Algeria,1851,,CO2 Emissions (Metric Tons)
19203,Andorra,1851,,CO2 Emissions (Metric Tons)
19204,Angola,1851,,CO2 Emissions (Metric Tons)
19205,Antigua and Barbuda,1851,,CO2 Emissions (Metric Tons)
19206,Argentina,1851,,CO2 Emissions (Metric Tons)
19207,Armenia,1851,,CO2 Emissions (Metric Tons)
19208,Australia,1851,,CO2 Emissions (Metric Tons)
19209,Austria,1851,2340.0,CO2 Emissions (Metric Tons)
19210,Azerbaijan,1851,,CO2 Emissions (Metric Tons)
19211,Bahamas,1851,,CO2 Emissions (Metric Tons)
19212,Bahrain,1851,,CO2 Emissions (Metric Tons)
19213,Bangladesh,1851,,CO2 Emissions (Metric Tons)
19214,Barbados,1851,,CO2 Emissions (Metric Tons)
19215,Belarus,1851,,CO2 Emissions (Metric Tons)
19216,Belgium,1851,10200.0,CO2 Emissions (Metric Tons)
19217,Belize,1851,,CO2 Emissions (Metric Tons)
19218,Benin,1851,,CO2 Emissions (Metric Tons)
19219,Bhutan,1851,,CO2 Emissions (Metric Tons)
19220,Bolivia,1851,,CO2 Emissions (Metric Tons)
19221,Bosnia and Herzegovina,1851,,CO2 Emissions (Metric Tons)
19222,Botswana,1851,,CO2 Emissions (Metric Tons)
19223,Brazil,1851,,CO2 Emissions (Metric Tons)
19224,Brunei,1851,,CO2 Emissions (Metric Tons)
19225,Bulgaria,1851,,CO2 Emissions (Metric Tons)
19226,Burkina Faso,1851,,CO2 Emissions (Metric Tons)
19227,Burundi,1851,,CO2 Emissions (Metric Tons)
19228,Cambodia,1851,,CO2 Emissions (Metric Tons)
19229,Cameroon,1851,,CO2 Emissions (Metric Tons)
19230,Canada,1851,69.7,CO2 Emissions (Metric Tons)
19231,Cape Verde,1851,,CO2 Emissions (Metric Tons)
19232,Central African Republic,1851,,CO2 Emissions (Metric Tons)
19233,Chad,1851,,CO2 Emissions (Metric Tons)
19234,Chile,1851,,CO2 Emissions (Metric Tons)
19235,China,1851,,CO2 Emissions (Metric Tons)
19236,Colombia,1851,,CO2 Emissions (Metric Tons)
19237,Comoros,1851,,CO2 Emissions (Metric Tons)
19238,"Congo, Dem. Rep.",1851,,CO2 Emissions (Metric Tons)
19239,"Congo, Rep.",1851,,CO2 Emissions (Metric Tons)
19240,Costa Rica,1851,,CO2 Emissions (Metric Tons)
19241,Cote d'Ivoire,1851,,CO2 Emissions (Metric Tons)
19242,Croatia,1851,,CO2 Emissions (Metric Tons)
19243,Cuba,1851,,CO2 Emissions (Metric Tons)
19244,Cyprus,1851,,CO2 Emissions (Metric Tons)
19245,Czech Republic,1851,,CO2 Emissions (Metric Tons)
19246,Denmark,1851,312.0,CO2 Emissions (Metric Tons)
19247,Djibouti,1851,,CO2 Emissions (Metric Tons)
19248,Dominica,1851,,CO2 Emissions (Metric Tons)
19249,Dominican Republic,1851,,CO2 Emissions (Metric Tons)
19250,Ecuador,1851,,CO2 Emissions (Metric Tons)
19251,Egypt,1851,,CO2 Emissions (Metric Tons)
19252,El Salvador,1851,,CO2 Emissions (Metric Tons)
19253,Equatorial Guinea,1851,,CO2 Emissions (Metric Tons)
19254,Eritrea,1851,,CO2 Emissions (Metric Tons)
19255,Estonia,1851,,CO2 Emissions (Metric Tons)
19256,Ethiopia,1851,,CO2 Emissions (Metric Tons)
19257,Fiji,1851,,CO2 Emissions (Metric Tons)
19258,Finland,1851,,CO2 Emissions (Metric Tons)
19259,France,1851,20100.0,CO2 Emissions (Metric Tons)
19260,Gabon,1851,,CO2 Emissions (Metric Tons)
19261,Gambia,1851,,CO2 Emissions (Metric Tons)
19262,Georgia,1851,,CO2 Emissions (Metric Tons)
19263,Germany,1851,16900.0,CO2 Emissions (Metric Tons)
19264,Ghana,1851,,CO2 Emissions (Metric Tons)
19265,Greece,1851,,CO2 Emissions (Metric Tons)
19266,Grenada,1851,,CO2 Emissions (Metric Tons)
19267,Guatemala,1851,,CO2 Emissions (Metric Tons)
19268,Guinea,1851,,CO2 Emissions (Metric Tons)
19269,Guinea-Bissau,1851,,CO2 Emissions (Metric Tons)
19270,Guyana,1851,,CO2 Emissions (Metric Tons)
19271,Haiti,1851,,CO2 Emissions (Metric Tons)
19272,Honduras,1851,,CO2 Emissions (Metric Tons)
19273,Hungary,1851,275.0,CO2 Emissions (Metric Tons)
19274,Iceland,1851,,CO2 Emissions (Metric Tons)
19275,India,1851,,CO2 Emissions (Metric Tons)
19276,Indonesia,1851,,CO2 Emissions (Metric Tons)
19277,Iran,1851,,CO2 Emissions (Metric Tons)
19278,Iraq,1851,,CO2 Emissions (Metric Tons)
19279,Ireland,1851,,CO2 Emissions (Metric Tons)
19280,Israel,1851,,CO2 Emissions (Metric Tons)
19281,Italy,1851,,CO2 Emissions (Metric Tons)
19282,Jamaica,1851,,CO2 Emissions (Metric Tons)
19283,Japan,1851,,CO2 Emissions (Metric Tons)
19284,Jordan,1851,,CO2 Emissions (Metric Tons)
19285,Kazakhstan,1851,,CO2 Emissions (Metric Tons)
19286,Kenya,1851,,CO2 Emissions (Metric Tons)
19287,Kiribati,1851,,CO2 Emissions (Metric Tons)
19288,Kuwait,1851,,CO2 Emissions (Metric Tons)
19289,Kyrgyz Republic,1851,,CO2 Emissions (Metric Tons)
19290,Lao,1851,,CO2 Emissions (Metric Tons)
19291,Latvia,1851,,CO2 Emissions (Metric Tons)
19292,Lebanon,1851,,CO2 Emissions (Metric Tons)
19293,Lesotho,1851,,CO2 Emissions (Metric Tons)
19294,Liberia,1851,,CO2 Emissions (Metric Tons)
19295,Libya,1851,,CO2 Emissions (Metric Tons)
19296,Liechtenstein,1851,,CO2 Emissions (Metric Tons)
19297,Lithuania,1851,,CO2 Emissions (Metric Tons)
19298,Luxembourg,1851,,CO2 Emissions (Metric Tons)
19299,"Macedonia, FYR",1851,,CO2 Emissions (Metric Tons)
19300,Madagascar,1851,,CO2 Emissions (Metric Tons)
19301,Malawi,1851,,CO2 Emissions (Metric Tons)
19302,Malaysia,1851,,CO2 Emissions (Metric Tons)
19303,Maldives,1851,,CO2 Emissions (Metric Tons)
19304,Mali,1851,,CO2 Emissions (Metric Tons)
19305,Malta,1851,,CO2 Emissions (Metric Tons)
19306,Marshall Islands,1851,,CO2 Emissions (Metric Tons)
19307,Mauritania,1851,,CO2 Emissions (Metric Tons)
19308,Mauritius,1851,,CO2 Emissions (Metric Tons)
19309,Mexico,1851,,CO2 Emissions (Metric Tons)
19310,"Micronesia, Fed. Sts.",1851,,CO2 Emissions (Metric Tons)
19311,Moldova,1851,,CO2 Emissions (Metric Tons)
19312,Mongolia,1851,,CO2 Emissions (Metric Tons)
19313,Montenegro,1851,,CO2 Emissions (Metric Tons)
19314,Morocco,1851,,CO2 Emissions (Metric Tons)
19315,Mozambique,1851,,CO2 Emissions (Metric Tons)
19316,Myanmar,1851,,CO2 Emissions (Metric Tons)
19317,Namibia,1851,,CO2 Emissions (Metric Tons)
19318,Nauru,1851,,CO2 Emissions (Metric Tons)
19319,Nepal,1851,,CO2 Emissions (Metric Tons)
19320,Netherlands,1851,3120.0,CO2 Emissions (Metric Tons)
19321,New Zealand,1851,,CO2 Emissions (Metric Tons)
19322,Nicaragua,1851,,CO2 Emissions (Metric Tons)
19323,Niger,1851,,CO2 Emissions (Metric Tons)
19324,Nigeria,1851,,CO2 Emissions (Metric Tons)
19325,North Korea,1851,,CO2 Emissions (Metric Tons)
19326,Norway,1851,150.0,CO2 Emissions (Metric Tons)
19327,Oman,1851,,CO2 Emissions (Metric Tons)
19328,Pakistan,1851,,CO2 Emissions (Metric Tons)
19329,Palau,1851,,CO2 Emissions (Metric Tons)
19330,Palestine,1851,,CO2 Emissions (Metric Tons)
19331,Panama,1851,,CO2 Emissions (Metric Tons)
19332,Papua New Guinea,1851,,CO2 Emissions (Metric Tons)
